YEAR	DOY     MIN	MAX	RAIN	RAD
1	1	10.6	10.8	0.0	7.9	
1	2	2.3	17.3	0.0	8.4	
1	3	3.9	14.1	0.0	8.4	
1	4	6.7	16.6	0.0	8.8	
1	5	6.7	16.8	0.0	8.7	
1	6	4.1	13.7	1.6	7.1	
1	7	5.9	14.2	0.0	8.6	
1	8	2.0	11.1	0.0	4.7	
1	9	8.5	10.0	0.8	4.4	
1	10	4.6	9.5	0.3	5.1	
1	11	-3.3	11.0	0.0	4.7	
1	12	0.7	10.9	0.9	6.1	
1	13	6.5	13.8	0.0	3.8	
1	14	1.0	12.2	0.0	9.1	
1	15	11.9	14.5	0.0	8.2	
1	16	0.9	9.2	13.2	2.0	
1	17	-0.6	12.7	0.0	5.1	
1	18	2.7	10.6	0.0	9.0	
1	19	1.7	14.1	0.0	2.8	
1	20	4.7	13.5	0.0	9.2	
1	21	7.1	14.3	0.7	7.1	
1	22	1.6	12.1	7.9	1.8	
1	23	5.9	7.9	3.9	6.4	
1	24	-1.7	15.2	0.3	3.0	
1	25	5.5	12.6	0.9	12.5	
1	26	10.8	11.1	0.7	8.1	
1	27	7.3	12.5	0.2	7.4	
1	28	3.6	6.4	4.4	3.4	
1	29	9.3	11.3	1.7	9.7	
1	30	9.3	15.0	0.0	11.1	
1	31	6.3	8.5	0.3	3.2	
1	32	9.2	14.5	0.2	5.8	
1	33	-2.9	13.9	0.1	3.8	
1	34	4.6	8.8	5.1	7.4	
1	35	4.8	11.2	0.5	7.0	
1	36	7.0	15.8	0.0	7.6	
1	37	-2.2	12.8	0.0	9.0	
1	38	6.7	12.1	0.0	7.5	
1	39	0.7	13.9	0.0	10.7	
1	40	1.6	9.4	0.0	10.9	
1	41	3.2	13.0	0.0	12.1	
1	42	3.5	18.4	0.0	9.4	
1	43	5.6	10.8	0.2	9.1	
1	44	9.1	11.1	0.7	11.0	
1	45	2.2	10.2	0.2	7.7	
1	46	6.2	8.2	0.3	10.0	
1	47	0.1	7.6	0.0	13.1	
1	48	6.3	15.6	0.0	13.8	
1	49	3.9	17.2	0.0	11.5	
1	50	1.2	16.6	0.5	7.4	
1	51	-1.0	14.9	0.0	12.0	
1	52	0.2	15.0	0.0	9.3	
1	53	5.4	10.7	1.5	14.3	
1	54	0.1	12.0	0.3	13.2	
1	55	0.0	8.8	2.6	7.0	
1	56	5.7	10.3	0.2	6.0	
1	57	7.6	10.4	0.4	8.5	
1	58	6.2	11.2	0.7	10.4	
1	59	0.4	15.0	0.0	15.1	
1	60	1.3	15.5	0.0	16.2	
1	61	3.1	17.5	0.0	16.6	
1	62	1.7	14.6	0.0	15.6	
1	63	-0.8	17.6	0.0	14.8	
1	64	4.4	17.1	0.0	15.9	
1	65	4.1	16.3	0.0	13.7	
1	66	4.9	15.8	0.0	12.5	
1	67	-0.8	16.0	0.0	19.0	
1	68	9.0	16.4	0.0	12.5	
1	69	4.3	15.5	0.0	12.4	
1	70	3.3	15.3	2.4	1.2	
1	71	4.6	13.5	0.6	9.1	
1	72	9.4	17.2	1.1	8.5	
